image,label,label_number
images/0.jpg,maclura_pomifera,112
images/1.jpg,maclura_pomifera,112
images/2.jpg,maclura_pomifera,112
images/3.jpg,maclura_pomifera,112
images/4.jpg,maclura_pomifera,112
images/5.jpg,maclura_pomifera,112
images/6.jpg,ulmus_rubra,18
images/7.jpg,broussonettia_papyrifera,71
images/8.jpg,maclura_pomifera,112
images/9.jpg,broussonettia_papyrifera,71
images/10.jpg,maclura_pomifera,112
images/11.jpg,prunus_virginiana,21
images/12.jpg,maclura_pomifera,112
images/13.jpg,prunus_virginiana,21
images/14.jpg,broussonettia_papyrifera,71
images/15.jpg,maclura_pomifera,112
images/16.jpg,maclura_pomifera,112
images/17.jpg,broussonettia_papyrifera,71
images/18.jpg,maclura_pomifera,112
images/19.jpg,ulmus_rubra,18
images/20.jpg,maclura_pomifera,112
images/21.jpg,maclura_pomifera,112
images/22.jpg,prunus_virginiana,21
images/23.jpg,broussonettia_papyrifera,71
images/24.jpg,maclura_pomifera,112
images/25.jpg,broussonettia_papyrifera,71
images/26.jpg,ulmus_rubra,18
images/27.jpg,prunus_virginiana,21
images/28.jpg,maclura_pomifera,112
images/29.jpg,ulmus_rubra,18
images/30.jpg,prunus_virginiana,21
images/31.jpg,acer_rubrum,117
images/32.jpg,broussonettia_papyrifera,71
images/33.jpg,maclura_pomifera,112
images/34.jpg,cryptomeria_japonica,64
images/35.jpg,maclura_pomifera,112
images/36.jpg,maclura_pomifera,112
images/37.jpg,acer_rubrum,117
images/38.jpg,maclura_pomifera,112
images/39.jpg,acer_rubrum,117
images/40.jpg,ulmus_rubra,18
images/41.jpg,maclura_pomifera,112
images/42.jpg,acer_rubrum,117
images/43.jpg,acer_rubrum,117
images/44.jpg,cryptomeria_japonica,64
images/45.jpg,acer_rubrum,117
images/46.jpg,broussonettia_papyrifera,71
images/47.jpg,prunus_virginiana,21
images/48.jpg,prunus_virginiana,21
images/49.jpg,broussonettia_papyrifera,71
images/50.jpg,prunus_virginiana,21
images/51.jpg,prunus_virginiana,21
images/52.jpg,broussonettia_papyrifera,71
images/53.jpg,acer_rubrum,117
images/54.jpg,prunus_virginiana,21
images/55.jpg,broussonettia_papyrifera,71
images/56.jpg,maclura_pomifera,112
images/57.jpg,maclura_pomifera,112
images/58.jpg,broussonettia_papyrifera,71
images/59.jpg,ulmus_rubra,18
images/60.jpg,acer_rubrum,117
images/61.jpg,cryptomeria_japonica,64
images/62.jpg,broussonettia_papyrifera,71
images/63.jpg,prunus_virginiana,21
images/64.jpg,staphylea_trifolia,142
images/65.jpg,maclura_pomifera,112
images/66.jpg,prunus_virginiana,21
images/67.jpg,maclura_pomifera,112
images/68.jpg,acer_rubrum,117
images/69.jpg,acer_rubrum,117
images/70.jpg,acer_rubrum,117
images/71.jpg,cryptomeria_japonica,64
images/72.jpg,broussonettia_papyrifera,71
images/73.jpg,asimina_triloba,104
images/74.jpg,ulmus_rubra,18
images/75.jpg,acer_rubrum,117
images/76.jpg,staphylea_trifolia,142
images/77.jpg,staphylea_trifolia,142
images/78.jpg,prunus_virginiana,21
images/79.jpg,acer_rubrum,117
images/80.jpg,cryptomeria_japonica,64
images/81.jpg,cryptomeria_japonica,64
images/82.jpg,cryptomeria_japonica,64
images/83.jpg,ulmus_rubra,18
images/84.jpg,asimina_triloba,104
images/85.jpg,maclura_pomifera,112
images/86.jpg,cryptomeria_japonica,64
images/87.jpg,maclura_pomifera,112
images/88.jpg,ulmus_rubra,18
images/89.jpg,asimina_triloba,104
images/90.jpg,cryptomeria_japonica,64
images/91.jpg,prunus_virginiana,21
images/92.jpg,diospyros_virginiana,147
images/93.jpg,ulmus_rubra,18
images/94.jpg,prunus_virginiana,21
images/95.jpg,diospyros_virginiana,147
images/96.jpg,cryptomeria_japonica,64
images/97.jpg,tilia_cordata,161
images/98.jpg,diospyros_virginiana,147
images/99.jpg,tilia_cordata,161
images/100.jpg,maclura_pomifera,112
images/101.jpg,asimina_triloba,104
images/102.jpg,tilia_cordata,161
images/103.jpg,broussonettia_papyrifera,71
images/104.jpg,ulmus_pumila,11
images/105.jpg,tilia_cordata,161
images/106.jpg,maclura_pomifera,112
images/107.jpg,maclura_pomifera,112
images/108.jpg,acer_rubrum,117
images/109.jpg,staphylea_trifolia,142
images/110.jpg,prunus_virginiana,21
images/111.jpg,asimina_triloba,104
images/112.jpg,prunus_virginiana,21
images/113.jpg,acer_rubrum,117
images/114.jpg,ulmus_pumila,11
images/115.jpg,ulmus_rubra,18
images/116.jpg,tilia_cordata,161
images/117.jpg,diospyros_virginiana,147
images/118.jpg,staphylea_trifolia,142
images/119.jpg,broussonettia_papyrifera,71
images/120.jpg,asimina_triloba,104
images/121.jpg,prunus_virginiana,21
images/122.jpg,broussonettia_papyrifera,71
images/123.jpg,cryptomeria_japonica,64
images/124.jpg,quercus_muehlenbergii,97
images/125.jpg,asimina_triloba,104
images/126.jpg,ulmus_rubra,18
images/127.jpg,quercus_muehlenbergii,97
images/128.jpg,broussonettia_papyrifera,71
images/129.jpg,maclura_pomifera,112
images/130.jpg,juglans_cinerea,63
images/131.jpg,maclura_pomifera,112
images/132.jpg,quercus_muehlenbergii,97
images/133.jpg,cryptomeria_japonica,64
images/134.jpg,staphylea_trifolia,142
images/135.jpg,ulmus_rubra,18
images/136.jpg,maclura_pomifera,112
images/137.jpg,cercis_canadensis,83
images/138.jpg,acer_rubrum,117
images/139.jpg,ptelea_trifoliata,22
images/140.jpg,maclura_pomifera,112
images/141.jpg,cercis_canadensis,83
images/142.jpg,broussonettia_papyrifera,71
images/143.jpg,cercis_canadensis,83
images/144.jpg,prunus_virginiana,21
images/145.jpg,staphylea_trifolia,142
images/146.jpg,asimina_triloba,104
images/147.jpg,ptelea_trifoliata,22
images/148.jpg,broussonettia_papyrifera,71
images/149.jpg,tilia_cordata,161
images/150.jpg,acer_rubrum,117
images/151.jpg,broussonettia_papyrifera,71
images/152.jpg,tilia_cordata,161
images/153.jpg,acer_palmatum,137
images/154.jpg,juglans_cinerea,63
images/155.jpg,acer_rubrum,117
images/156.jpg,juglans_cinerea,63
images/157.jpg,quercus_muehlenbergii,97
images/158.jpg,quercus_muehlenbergii,97
images/159.jpg,acer_palmatum,137
images/160.jpg,cercis_canadensis,83
images/161.jpg,tilia_cordata,161
images/162.jpg,prunus_virginiana,21
images/163.jpg,ulmus_rubra,18
images/164.jpg,maclura_pomifera,112
images/165.jpg,cryptomeria_japonica,64
images/166.jpg,catalpa_speciosa,5
images/167.jpg,abies_concolor,50
images/168.jpg,acer_rubrum,117
images/169.jpg,staphylea_trifolia,142
images/170.jpg,ulmus_rubra,18
images/171.jpg,asimina_triloba,104
images/172.jpg,acer_rubrum,117
images/173.jpg,acer_palmatum,137
images/174.jpg,staphylea_trifolia,142
images/175.jpg,asimina_triloba,104
images/176.jpg,broussonettia_papyrifera,71
images/177.jpg,ulmus_rubra,18
images/178.jpg,maclura_pomifera,112
images/179.jpg,maclura_pomifera,112
images/180.jpg,ulmus_rubra,18
images/181.jpg,diospyros_virginiana,147
images/182.jpg,juglans_cinerea,63
images/183.jpg,ulmus_rubra,18
images/184.jpg,prunus_virginiana,21
images/185.jpg,abies_concolor,50
images/186.jpg,tilia_cordata,161
images/187.jpg,ulmus_pumila,11
images/188.jpg,asimina_triloba,104
images/189.jpg,catalpa_speciosa,5
images/190.jpg,ptelea_trifoliata,22
images/191.jpg,cercis_canadensis,83
images/192.jpg,broussonettia_papyrifera,71
images/193.jpg,prunus_virginiana,21
images/194.jpg,ptelea_trifoliata,22
images/195.jpg,prunus_virginiana,21
images/196.jpg,prunus_virginiana,21
images/197.jpg,ptelea_trifoliata,22
images/198.jpg,ulmus_pumila,11
images/199.jpg,eucommia_ulmoides,114
images/200.jpg,ptelea_trifoliata,22
images/201.jpg,prunus_virginiana,21
images/202.jpg,acer_palmatum,137
images/203.jpg,juglans_cinerea,63
images/204.jpg,quercus_montana,94
images/205.jpg,acer_rubrum,117
images/206.jpg,quercus_muehlenbergii,97
images/207.jpg,ptelea_trifoliata,22
images/208.jpg,broussonettia_papyrifera,71
images/209.jpg,ptelea_trifoliata,22
images/210.jpg,koelreuteria_paniculata,155
images/211.jpg,quercus_muehlenbergii,97
images/212.jpg,juglans_cinerea,63
images/213.jpg,diospyros_virginiana,147
images/214.jpg,diospyros_virginiana,147
images/215.jpg,koelreuteria_paniculata,155
images/216.jpg,liriodendron_tulipifera,165
images/217.jpg,quercus_muehlenbergii,97
images/218.jpg,broussonettia_papyrifera,71
images/219.jpg,juglans_cinerea,63
images/220.jpg,asimina_triloba,104
images/221.jpg,prunus_virginiana,21
images/222.jpg,koelreuteria_paniculata,155
images/223.jpg,ulmus_pumila,11
images/224.jpg,maclura_pomifera,112
images/225.jpg,ptelea_trifoliata,22
images/226.jpg,prunus_virginiana,21
images/227.jpg,styrax_japonica,131
images/228.jpg,broussonettia_papyrifera,71
images/229.jpg,acer_palmatum,137
images/230.jpg,quercus_montana,94
images/231.jpg,ptelea_trifoliata,22
images/232.jpg,ulmus_pumila,11
images/233.jpg,ulmus_pumila,11
images/234.jpg,prunus_virginiana,21
images/235.jpg,malus_pumila,34
images/236.jpg,prunus_sargentii,151
images/237.jpg,quercus_muehlenbergii,97
images/238.jpg,juglans_cinerea,63
images/239.jpg,koelreuteria_paniculata,155
images/240.jpg,juglans_cinerea,63
images/241.jpg,juglans_cinerea,63
images/242.jpg,ulmus_pumila,11
images/243.jpg,broussonettia_papyrifera,71
images/244.jpg,koelreuteria_paniculata,155
images/245.jpg,malus_pumila,34
images/246.jpg,juglans_cinerea,63
images/247.jpg,prunus_virginiana,21
images/248.jpg,broussonettia_papyrifera,71
images/249.jpg,acer_rubrum,117
images/250.jpg,ulmus_rubra,18
images/251.jpg,cercis_canadensis,83
images/252.jpg,acer_rubrum,117
images/253.jpg,quercus_montana,94
images/254.jpg,cercis_canadensis,83
images/255.jpg,styrax_japonica,131
images/256.jpg,maclura_pomifera,112
images/257.jpg,prunus_sargentii,151
images/258.jpg,ulmus_pumila,11
images/259.jpg,cornus_mas,130
images/260.jpg,cryptomeria_japonica,64
images/261.jpg,abies_concolor,50
images/262.jpg,magnolia_virginiana,163
images/263.jpg,abies_concolor,50
images/264.jpg,koelreuteria_paniculata,155
images/265.jpg,ulmus_pumila,11
images/266.jpg,styrax_japonica,131
images/267.jpg,eucommia_ulmoides,114
images/268.jpg,juglans_cinerea,63
images/269.jpg,ulmus_pumila,11
images/270.jpg,malus_pumila,34
images/271.jpg,cercis_canadensis,83
images/272.jpg,quercus_montana,94
images/273.jpg,magnolia_virginiana,163
images/274.jpg,eucommia_ulmoides,114
images/275.jpg,abies_concolor,50
images/276.jpg,diospyros_virginiana,147
images/277.jpg,quercus_muehlenbergii,97
images/278.jpg,cercis_canadensis,83
images/279.jpg,malus_pumila,34
images/280.jpg,broussonettia_papyrifera,71
images/281.jpg,koelreuteria_paniculata,155
images/282.jpg,liriodendron_tulipifera,165
images/283.jpg,liriodendron_tulipifera,165
images/284.jpg,malus_pumila,34
images/285.jpg,acer_rubrum,117
images/286.jpg,styrax_japonica,131
images/287.jpg,diospyros_virginiana,147
images/288.jpg,maclura_pomifera,112
images/289.jpg,diospyros_virginiana,147
images/290.jpg,quercus_montana,94
images/291.jpg,magnolia_virginiana,163
images/292.jpg,broussonettia_papyrifera,71
images/293.jpg,koelreuteria_paniculata,155
images/294.jpg,juglans_cinerea,63
images/295.jpg,abies_concolor,50
images/296.jpg,broussonettia_papyrifera,71
images/297.jpg,quercus_montana,94
images/298.jpg,ostrya_virginiana,156
images/299.jpg,catalpa_speciosa,5
images/300.jpg,asimina_triloba,104
images/301.jpg,diospyros_virginiana,147
images/302.jpg,maclura_pomifera,112
images/303.jpg,prunus_virginiana,21
images/304.jpg,ostrya_virginiana,156
images/305.jpg,ulmus_rubra,18
images/306.jpg,maclura_pomifera,112
images/307.jpg,cryptomeria_japonica,64
images/308.jpg,cercis_canadensis,83
images/309.jpg,quercus_muehlenbergii,97
images/310.jpg,acer_rubrum,117
images/311.jpg,magnolia_acuminata,67
images/312.jpg,ilex_opaca,162
images/313.jpg,broussonettia_papyrifera,71
images/314.jpg,abies_concolor,50
images/315.jpg,cornus_mas,130
images/316.jpg,cornus_mas,130
images/317.jpg,broussonettia_papyrifera,71
images/318.jpg,ptelea_trifoliata,22
images/319.jpg,ulmus_pumila,11
images/320.jpg,ptelea_trifoliata,22
images/321.jpg,cercis_canadensis,83
images/322.jpg,diospyros_virginiana,147
images/323.jpg,acer_palmatum,137
images/324.jpg,acer_negundo,100
images/325.jpg,ulmus_pumila,11
images/326.jpg,acer_negundo,100
images/327.jpg,eucommia_ulmoides,114
images/328.jpg,quercus_montana,94
images/329.jpg,cryptomeria_japonica,64
images/330.jpg,acer_palmatum,137
images/331.jpg,liriodendron_tulipifera,165
images/332.jpg,ulmus_rubra,18
images/333.jpg,fraxinus_nigra,7
images/334.jpg,tilia_cordata,161
images/335.jpg,cryptomeria_japonica,64
images/336.jpg,broussonettia_papyrifera,71
images/337.jpg,pyrus_calleryana,42
images/338.jpg,ulmus_pumila,11
images/339.jpg,acer_negundo,100
images/340.jpg,acer_rubrum,117
images/341.jpg,quercus_montana,94
images/342.jpg,koelreuteria_paniculata,155
images/343.jpg,prunus_virginiana,21
images/344.jpg,picea_abies,110
images/345.jpg,maclura_pomifera,112
images/346.jpg,ulmus_rubra,18
images/347.jpg,cercis_canadensis,83
images/348.jpg,cercis_canadensis,83
images/349.jpg,ptelea_trifoliata,22
images/350.jpg,quercus_muehlenbergii,97
images/351.jpg,chionanthus_virginicus,29
images/352.jpg,ostrya_virginiana,156
images/353.jpg,tilia_cordata,161
images/354.jpg,diospyros_virginiana,147
images/355.jpg,maclura_pomifera,112
images/356.jpg,abies_concolor,50
images/357.jpg,abies_concolor,50
images/358.jpg,eucommia_ulmoides,114
images/359.jpg,ulmus_rubra,18
images/360.jpg,ulmus_rubra,18
images/361.jpg,cercis_canadensis,83
images/362.jpg,styrax_japonica,131
images/363.jpg,carpinus_caroliniana,2
images/364.jpg,cercis_canadensis,83
images/365.jpg,zelkova_serrata,15
images/366.jpg,malus_pumila,34
images/367.jpg,cryptomeria_japonica,64
images/368.jpg,prunus_virginiana,21
images/369.jpg,ptelea_trifoliata,22
images/370.jpg,zelkova_serrata,15
images/371.jpg,broussonettia_papyrifera,71
images/372.jpg,ulmus_pumila,11
images/373.jpg,staphylea_trifolia,142
images/374.jpg,cercis_canadensis,83
images/375.jpg,ulmus_pumila,11
images/376.jpg,tilia_cordata,161
images/377.jpg,acer_rubrum,117
images/378.jpg,eucommia_ulmoides,114
images/379.jpg,styrax_japonica,131
images/380.jpg,prunus_sargentii,151
images/381.jpg,liriodendron_tulipifera,165
images/382.jpg,quercus_montana,94
images/383.jpg,acer_palmatum,137
images/384.jpg,quercus_montana,94
images/385.jpg,aesculus_pavi,141
images/386.jpg,maclura_pomifera,112
images/387.jpg,cercis_canadensis,83
images/388.jpg,diospyros_virginiana,147
images/389.jpg,koelreuteria_paniculata,155
images/390.jpg,ptelea_trifoliata,22
images/391.jpg,prunus_sargentii,151
images/392.jpg,juglans_cinerea,63
images/393.jpg,taxodium_distichum,132
images/394.jpg,carya_tomentosa,41
images/395.jpg,tilia_cordata,161
images/396.jpg,quercus_montana,94
images/397.jpg,picea_pungens,90
images/398.jpg,asimina_triloba,104
images/399.jpg,juglans_cinerea,63
images/400.jpg,koelreuteria_paniculata,155
images/401.jpg,carya_glabra,175
images/402.jpg,cornus_mas,130
images/403.jpg,acer_rubrum,117
images/404.jpg,ulmus_rubra,18
images/405.jpg,maclura_pomifera,112
images/406.jpg,magnolia_virginiana,163
images/407.jpg,maclura_pomifera,112
images/408.jpg,quercus_macrocarpa,153
images/409.jpg,carya_cordiformis,170
images/410.jpg,magnolia_virginiana,163
images/411.jpg,prunus_sargentii,151
images/412.jpg,acer_negundo,100
images/413.jpg,chionanthus_virginicus,29
images/414.jpg,cornus_mas,130
images/415.jpg,quercus_muehlenbergii,97
images/416.jpg,quercus_montana,94
images/417.jpg,fraxinus_nigra,7
images/418.jpg,picea_pungens,90
images/419.jpg,abies_concolor,50
images/420.jpg,abies_concolor,50
images/421.jpg,prunus_sargentii,151
images/422.jpg,broussonettia_papyrifera,71
images/423.jpg,aesculus_pavi,141
images/424.jpg,cornus_mas,130
images/425.jpg,acer_rubrum,117
images/426.jpg,malus_pumila,34
images/427.jpg,fraxinus_nigra,7
images/428.jpg,ostrya_virginiana,156
images/429.jpg,picea_abies,110
images/430.jpg,catalpa_speciosa,5
images/431.jpg,prunus_virginiana,21
images/432.jpg,carya_cordiformis,170
images/433.jpg,styrax_japonica,131
images/434.jpg,staphylea_trifolia,142
images/435.jpg,cryptomeria_japonica,64
images/436.jpg,staphylea_trifolia,142
images/437.jpg,carya_tomentosa,41
images/438.jpg,magnolia_acuminata,67
images/439.jpg,staphylea_trifolia,142
images/440.jpg,pyrus_calleryana,42
images/441.jpg,ptelea_trifoliata,22
images/442.jpg,prunus_sargentii,151
images/443.jpg,liriodendron_tulipifera,165
images/444.jpg,ulmus_pumila,11
images/445.jpg,quercus_montana,94
images/446.jpg,tilia_cordata,161
images/447.jpg,ilex_opaca,162
images/448.jpg,maclura_pomifera,112
images/449.jpg,diospyros_virginiana,147
images/450.jpg,ulmus_pumila,11
images/451.jpg,styrax_japonica,131
images/452.jpg,carya_tomentosa,41
images/453.jpg,abies_concolor,50
images/454.jpg,prunus_sargentii,151
images/455.jpg,acer_palmatum,137
images/456.jpg,acer_rubrum,117
images/457.jpg,acer_palmatum,137
images/458.jpg,ulmus_pumila,11
images/459.jpg,ptelea_trifoliata,22
images/460.jpg,maclura_pomifera,112
images/461.jpg,cryptomeria_japonica,64
images/462.jpg,pyrus_calleryana,42
images/463.jpg,koelreuteria_paniculata,155
images/464.jpg,catalpa_bignonioides,129
images/465.jpg,broussonettia_papyrifera,71
images/466.jpg,picea_pungens,90
images/467.jpg,abies_concolor,50
images/468.jpg,quercus_muehlenbergii,97
images/469.jpg,prunus_sargentii,151
images/470.jpg,prunus_virginiana,21
images/471.jpg,carya_tomentosa,41
images/472.jpg,diospyros_virginiana,147
images/473.jpg,quercus_muehlenbergii,97
images/474.jpg,fraxinus_nigra,7
images/475.jpg,prunus_sargentii,151
images/476.jpg,zelkova_serrata,15
images/477.jpg,asimina_triloba,104
images/478.jpg,magnolia_virginiana,163
images/479.jpg,cercis_canadensis,83
images/480.jpg,aesculus_pavi,141
images/481.jpg,cryptomeria_japonica,64
images/482.jpg,aesculus_pavi,141
images/483.jpg,tsuga_canadensis,75
images/484.jpg,staphylea_trifolia,142
images/485.jpg,populus_tremuloides,66
images/486.jpg,juglans_cinerea,63
images/487.jpg,tilia_cordata,161
images/488.jpg,staphylea_trifolia,142
images/489.jpg,diospyros_virginiana,147
images/490.jpg,aesculus_pavi,141
images/491.jpg,catalpa_speciosa,5
images/492.jpg,tilia_cordata,161
images/493.jpg,carya_cordiformis,170
images/494.jpg,magnolia_denudata,69
images/495.jpg,cercis_canadensis,83
images/496.jpg,acer_rubrum,117
images/497.jpg,ulmus_rubra,18
images/498.jpg,fraxinus_nigra,7
images/499.jpg,prunus_sargentii,151
images/500.jpg,prunus_virginiana,21
images/501.jpg,ulmus_rubra,18
images/502.jpg,chionanthus_virginicus,29
images/503.jpg,staphylea_trifolia,142
images/504.jpg,magnolia_denudata,69
images/505.jpg,crataegus_viridis,33
images/506.jpg,asimina_triloba,104
images/507.jpg,staphylea_trifolia,142
images/508.jpg,populus_tremuloides,66
images/509.jpg,picea_abies,110
images/510.jpg,tilia_cordata,161
images/511.jpg,picea_pungens,90
images/512.jpg,carya_tomentosa,41
images/513.jpg,tsuga_canadensis,75
images/514.jpg,catalpa_bignonioides,129
images/515.jpg,acer_rubrum,117
images/516.jpg,picea_abies,110
images/517.jpg,quercus_macrocarpa,153
images/518.jpg,styrax_japonica,131
images/519.jpg,cornus_mas,130
images/520.jpg,maclura_pomifera,112
images/521.jpg,tilia_cordata,161
images/522.jpg,populus_deltoides,105
images/523.jpg,quercus_macrocarpa,153
images/524.jpg,maclura_pomifera,112
images/525.jpg,eucommia_ulmoides,114
images/526.jpg,eucommia_ulmoides,114
images/527.jpg,juglans_cinerea,63
images/528.jpg,ulmus_pumila,11
images/529.jpg,magnolia_virginiana,163
images/530.jpg,ostrya_virginiana,156
images/531.jpg,ulmus_americana,1
images/532.jpg,cercis_canadensis,83
images/533.jpg,ilex_opaca,162
images/534.jpg,ulmus_rubra,18
images/535.jpg,zelkova_serrata,15
images/536.jpg,tsuga_canadensis,75
images/537.jpg,pinus_bungeana,88
images/538.jpg,prunus_virginiana,21
images/539.jpg,cornus_florida,174
images/540.jpg,ulmus_americana,1
images/541.jpg,prunus_sargentii,151
images/542.jpg,broussonettia_papyrifera,71
images/543.jpg,prunus_sargentii,151
images/544.jpg,ulmus_rubra,18
images/545.jpg,acer_palmatum,137
images/546.jpg,pinus_densiflora,6
images/547.jpg,tilia_cordata,161
images/548.jpg,abies_concolor,50
images/549.jpg,maclura_pomifera,112
images/550.jpg,acer_negundo,100
images/551.jpg,cercis_canadensis,83
images/552.jpg,asimina_triloba,104
images/553.jpg,carya_tomentosa,41
